,naver_pk
767,"37.5738925237, 127.0222555952"
768,"37.5751888753, 126.9894021402"
769,"37.5782661175, 126.9710368945"
770,"37.5709617749, 126.9814379838"
771,"37.5739359546, 127.0222399863"
772,"37.5707626746, 126.9869719851"
773,"nan, nan"
774,"37.5764199930, 127.0222600832"
775,"37.5709617749, 126.9814379838"
776,"nan, nan"
777,"37.5752342196, 126.9995274894"
778,"37.5753206849, 126.9696344260"
779,"37.5666216278, 127.0128533202"
780,"nan, nan"
781,"37.5749663392, 126.9895093748"
782,"37.5794177502, 127.0176433813"
783,"37.5750260503, 126.9969112566"
784,"37.5709617749, 126.9814379838"
785,"37.5724320365, 127.0000689382"
786,"37.6106362936, 126.9775589312"
787,"37.5751888753, 126.9894021402"
788,"nan, nan"
789,"37.5744009424, 126.9858408026"
790,"37.5756227163, 126.9982444341"
791,"nan, nan"
792,"37.5692790898, 126.9907267847"
793,"nan, nan"
794,"37.5716570146, 126.9909579795"
795,"37.5732099638, 127.0215884163"
796,"37.5746303164, 127.0163963463"
797,"37.5689226971, 126.9692023596"
798,"37.5781458216, 127.0219168984"
799,"37.5694369663, 126.9898986340"
800,"nan, nan"
801,"37.5714689542, 127.0122856749"
802,"37.5715716656, 127.0123052750"
803,"37.5703489059, 127.0106470934"
804,"37.5727373630, 127.0173987658"
805,"37.5685442148, 126.9884257718"
806,"nan, nan"
807,"37.5739261377, 126.9979019268"
808,"nan, nan"
809,"37.5724493543, 127.0194551865"
810,"nan, nan"
811,"37.5844806878, 126.9958533033"
812,"37.5718720964, 126.9817330920"
813,"37.5749120144, 126.9579512702"
814,"nan, nan"
815,"nan, nan"
816,"37.5750172906, 126.9842428260"
817,"37.5709617749, 126.9814379838"
818,"37.5709617749, 126.9814379838"
819,"37.5743165916, 126.9912244749"
820,"37.5701677009, 126.9943618389"
821,"37.6091972044, 126.9788651909"
822,"37.5730393587, 127.0197992415"
823,"37.5762338306, 126.9733124190"
824,"37.5735792777, 126.9908317547"
825,"37.5724475269, 127.0160270652"
826,"37.5711894021, 127.0151571017"
827,"nan, nan"
828,"37.5709884482, 127.0154037169"
829,"nan, nan"
830,"37.5729773422, 126.9899592838"
831,"37.5706016811, 126.9863032495"
832,"37.5691444092, 126.9909629242"
833,"37.5713941685, 127.0179404429"
834,"37.5751685138, 126.9894130106"
835,"nan, nan"
836,"nan, nan"
837,"37.5729223697, 126.9822142742"
838,"37.5734771926, 126.9815632386"
839,"37.5723732790, 126.9895432455"
840,"37.5709830544, 126.9896678432"
841,"nan, nan"
842,"37.5765051062, 126.9698846946"
843,"nan, nan"
844,"37.5733027919, 127.0058770238"
845,"37.5785743136, 127.0151656174"
846,"37.5709726028, 127.0122200524"
847,"37.5736680295, 127.0210906909"
848,"37.5731963804, 126.9924650543"
849,"37.5715684252, 126.9896018812"
850,"37.5689398228, 126.9882319229"
851,"37.5748085215, 126.9582936532"
852,"37.5722972169, 126.9893407434"
853,"37.5714281350, 127.0049268096"
854,"37.5735992720, 126.9990972234"
855,"37.5720282522, 126.9913251504"
856,"37.5733147065, 127.0208246835"
857,"37.5725193161, 127.0132861886"
858,"37.5710945229, 126.9743828329"
859,"37.5714192245, 126.9804111688"
860,"37.5712717141, 126.9852466564"
861,"37.5655777795, 126.9894230835"
862,"37.5629352947, 126.9923739555"
863,"37.5623104259, 126.9738906620"
864,"37.5703603367, 127.0203468533"
865,"37.5661624264, 127.0053840882"
866,"37.5679822800, 127.0211956016"
867,"37.5578627905, 126.9725048902"
868,"37.5668099895, 126.9820345096"
869,"nan, nan"
870,"37.5668908585, 127.0182292441"
871,"37.5667672191, 127.0063118409"
872,"37.5640846567, 127.0104852507"
873,"37.5609629346, 126.9836243056"
874,"37.5645949095, 127.0045239790"
875,"37.5617094551, 126.9826746515"
876,"37.5607252260, 126.9794294044"
877,"37.5683694432, 126.9988878797"
878,"37.5571360296, 126.9748558208"
879,"37.5586592227, 126.9809369404"
880,"37.5616645272, 126.9871553410"
881,"37.5607117595, 126.9972646338"
882,"37.5503293332, 127.0078696504"
883,"37.5576514877, 126.9816989894"
884,"37.5611884981, 127.0048728265"
885,"37.5664528935, 127.0033212212"
886,"37.5638428653, 127.0144159422"
887,"37.5664885663, 127.0193457660"
888,"37.5575055054, 127.0079529107"
889,"37.5675088250, 127.0210932555"
890,"37.5622513982, 127.0068093548"
891,"37.5684903369, 126.9975631792"
892,"37.5659506170, 127.0226899163"
893,"37.5612633941, 126.9841159031"
894,"37.5657513529, 127.0061830593"
895,"37.5612905562, 126.9844321284"
896,"37.5153656348, 127.1085699504"
897,"37.5546636468, 126.9738176178"
898,"37.5646272470, 127.0166644448"
899,"37.5647674518, 127.0184178629"
900,"37.5605989670, 127.0021359547"
901,"37.5620867341, 126.9779964678"
902,"37.5653191862, 127.0084302640"
903,"37.5637541846, 126.9877788631"
904,"37.5641559331, 126.9986624748"
905,"37.5626995350, 126.9772212013"
906,"37.5606676748, 126.9912001575"
907,"37.5607761344, 126.9794416140"
908,"37.5604187245, 126.9872060336"
909,"37.5619618213, 126.9876743482"
910,"37.5580777780, 126.9796698419"
911,"37.5635238455, 126.9966954339"
912,"37.5678948665, 126.9974524966"
913,"37.5659171786, 127.0207946663"
914,"37.5634510889, 127.0065644174"
915,"37.5649443687, 127.0186645425"
916,"37.5635494159, 126.9856257666"
917,"37.5588177459, 126.9864260550"
918,"37.5610524336, 126.9845142348"
919,"37.5635671347, 126.9989327726"
920,"37.5602669008, 126.9720353257"
921,"37.5647312947, 126.9838589106"
922,"37.5574042512, 126.9677862854"
923,"37.5610524336, 126.9845142348"
924,"nan, nan"
925,"nan, nan"
926,"37.5664508637, 127.0065987509"
927,"nan, nan"
928,"37.5645949095, 127.0045239790"
929,"37.5615670147, 126.9840028824"
930,"nan, nan"
931,"37.5666133712, 127.0029329858"
932,"37.5653609945, 127.0070208473"
933,"37.5667002137, 126.9901574172"
934,"37.5641417025, 126.9853945260"
935,"37.5624358974, 126.9858163559"
936,"37.5649140092, 127.0070398209"
937,"37.5673968990, 127.0018600749"
938,"37.5589042974, 126.9839943974"
939,"37.5225419068, 126.8992183918"
940,"37.4882982726, 126.8984343529"
941,"37.5610533353, 126.9845198937"
942,"37.5610524336, 126.9845142348"
943,"37.5616367949, 126.9776159667"
944,"37.5646814161, 126.9828406881"
945,"37.5676412540, 126.9809227664"
946,"37.5695477038, 127.0696052217"
947,"37.5620173830, 126.9882653822"
948,"37.5619618213, 126.9876743482"
949,"37.5583621321, 126.9851010524"
950,"37.5698958537, 127.0214765284"
951,"37.5625953210, 126.9990657779"
952,"37.5653174935, 127.0093701793"
953,"37.5496143086, 127.0077514314"
954,"37.5641417025, 126.9853945260"
955,"37.5579296589, 126.9725667735"
956,"37.5630698137, 126.9856108052"
957,"37.5580270752, 126.9845859362"
958,"37.5644841325, 126.9801844602"
959,"37.5634061274, 126.9934027627"
960,"37.5580350607, 126.9801403314"
961,"37.5640099664, 127.0093883517"
962,"37.5647179973, 127.0077619379"
963,"37.5619691342, 126.9878166183"
964,"37.5659007766, 127.0028006397"
965,"37.5650471431, 126.9924213923"
966,"37.5593685044, 126.9789161698"
967,"37.5653927892, 127.0055232545"
968,"37.5653114181, 127.0034431875"
969,"37.5661316561, 127.0158962231"
970,"nan, nan"
971,"37.5679455464, 126.9779680311"
972,"37.5653978079, 127.0182948691"
973,"37.5618041321, 126.9782158995"
974,"37.5608187887, 126.9682258835"
975,"37.5670769787, 127.0063640481"
976,"37.5563282967, 127.0087384442"
977,"37.5651620080, 127.0062459432"
978,"37.5547940103, 126.9741774604"
979,"37.5635740999, 126.9923540829"
980,"37.5572020353, 126.9679994829"
981,"37.5640063454, 127.0140898840"
982,"37.5627443493, 126.9778775440"
983,"37.5636348549, 127.0085538994"
984,"37.5625562142, 126.9986897807"
985,"37.5653001978, 127.0190675815"
986,"37.5662594822, 127.0049612184"
987,"37.5653539356, 127.0059481607"
988,"37.5632175463, 126.9919131501"
989,"37.5367066749, 127.1378428591"
990,"37.5646464206, 126.9852335883"
991,"37.5573319089, 126.9817306437"
992,"37.5614227312, 126.9970633695"
993,"37.5625812744, 126.9697742864"
994,"37.5613118532, 126.9764713388"
995,"37.5669435046, 126.9819527538"
996,"37.5568402751, 126.9819940099"
997,"37.5635234075, 126.9772283076"
998,"37.5620206249, 127.0175585782"
999,"37.5621813292, 126.9937043917"
1000,"37.5649907366, 127.0100475673"
1001,"37.5625312331, 126.9851667744"
1002,"37.5662979778, 127.0043776145"
1003,"37.5662979778, 127.0043776145"
1004,"37.5661986981, 127.0229649292"
1005,"nan, nan"
1006,"37.5646665200, 127.0179641834"
1007,"37.5653697430, 127.0068716658"
1008,"37.5645001129, 127.0081108710"
1009,"37.5658849051, 127.0033400986"
1010,"nan, nan"
1011,"37.5615921386, 126.9860221687"
1012,"37.5640144842, 127.0145865471"
1013,"37.5663881261, 127.0186567531"
1014,"37.5630667633, 126.9780784650"
1015,"37.5649142302, 126.9956813241"
1016,"37.5615711147, 127.0056931990"
1017,"37.5616893491, 127.0051795845"
1018,"37.5651955828, 127.0020252748"
1019,"37.5576236000, 126.9777525265"
1020,"nan, nan"
1021,"37.5644660844, 126.9938658305"
1022,"37.5643862000, 126.9858643170"
1023,"37.5649319233, 126.9850509602"
1024,"37.5672167229, 126.9897831393"
1025,"37.5620867341, 126.9779964678"
1026,"37.5619010880, 126.9867841730"
1027,"37.5668811241, 126.9940572642"
1028,"37.5625953210, 126.9990657779"
1029,"37.5620005331, 126.9865637876"
1030,"37.5644244695, 127.0214592246"
1031,"37.5638525728, 127.0007465753"
1032,"37.5611903982, 126.9769246711"
1033,"37.5659398332, 127.0159020682"
1034,"37.5620745266, 126.9787396335"
1035,"37.5623448161, 126.9786872658"
1036,"37.5661795200, 126.9962988135"
1037,"37.5631717435, 126.9858355710"
1038,"37.5590985541, 126.9798825672"
1039,"37.5631413305, 126.9783760065"
1040,"37.5648068665, 127.0097717047"
1041,"37.5597323438, 126.9795233903"
1042,"37.5649140092, 127.0070398209"
1043,"37.5617411970, 126.9898834880"
1044,"37.5617602799, 126.9854042718"
1045,"37.5582463820, 126.9809139573"
1046,"37.5622851694, 126.9819233179"
1047,"37.5619714920, 126.9879653407"
1048,"nan, nan"
1049,"37.5584805814, 126.9805470878"
1050,"37.5603379231, 126.9836961990"
1051,"37.5546405133, 126.9181366011"
1052,"37.5625608957, 126.9906357120"
1053,"37.5687984822, 127.0105439798"
1054,"37.5647231818, 126.9763505137"
1055,"37.5608089580, 126.9912935156"
1056,"37.5577796208, 126.9817718440"
1057,"37.5641849909, 126.9830045830"
1058,"37.5584626085, 126.9746248317"
1059,"37.5643370444, 126.9908197578"
1060,"37.5636121438, 127.0056605305"
1061,"37.5500710078, 127.0004974743"
1062,"nan, nan"
1063,"37.5664865030, 127.0187312567"
1064,"37.5668908585, 127.0182292441"
1065,"37.5606709890, 126.9862738296"
1066,"37.5658383145, 127.0058806253"
1067,"37.5895720245, 127.0743272313"
1068,"37.5616821383, 126.9893891135"
1069,"37.5647667051, 126.9845417628"
1070,"37.5647063795, 127.0089626283"
1071,"37.5637733439, 126.9807742341"
1072,"37.5610398172, 127.0052560504"
1073,"37.5560196850, 126.9677735268"
1074,"37.5569089864, 126.9678356168"
1075,"37.5625117192, 126.9921145808"
1076,"37.5588401720, 126.9687987278"
1077,"37.5598240122, 126.9859363691"
1078,"37.5582390668, 126.9689507496"
1079,"37.5626593072, 126.9822136584"
1080,"37.5665684053, 127.0218654001"
1081,"37.5660653589, 127.0038556844"
1082,"37.5676888966, 126.9689456956"
1083,"nan, nan"
1084,"37.5646641419, 126.9780902212"
1085,"37.5639581859, 127.0151901583"
1086,"37.4863134095, 126.9286836634"
1087,"37.5649497264, 127.0102216446"
1088,"37.5668255070, 127.0064322806"
1089,"37.5620978863, 126.9847154849"
1090,"37.5687105562, 126.9985273536"
1091,"37.5621800464, 126.9778313056"
1092,"37.5613485245, 127.0046394550"
1093,"37.5623461277, 126.9779789612"
1094,"37.5568942328, 126.9777005694"
1095,"37.5624745581, 127.0148515501"
1096,"37.5664962738, 127.0066006791"
1097,"37.5681181186, 126.9968480409"
1098,"37.5638024985, 127.0041046902"
1099,"37.5636959693, 127.0067491582"
1100,"37.5614444973, 126.9879483349"
1101,"37.5620183934, 126.9884615287"
1102,"37.5641062957, 126.9998996036"
1103,"37.5675450958, 126.9929282379"
1104,"37.5575266920, 126.9848229177"
1105,"37.5660351260, 126.9930833369"
1106,"37.5687345532, 127.0076664798"
1107,"37.5639512296, 127.0146237730"
1108,"37.5690811942, 126.9902683736"
1109,"37.5600893194, 126.9911271110"
1110,"37.5616344228, 126.9921738679"
1111,"37.5597856520, 127.0130863151"
1112,"37.5643525309, 126.9839692363"
1113,"37.5565104268, 126.9932173111"
1114,"37.5673483824, 126.9963115463"
1115,"37.5619933983, 126.9880841796"
1116,"37.5703666538, 127.0227591735"
1117,"37.5678135773, 126.9762472111"
1118,"37.5679888309, 126.9781651994"
1119,"37.5639802245, 127.0140228728"
1120,"37.5557013897, 127.0108277847"
1121,"37.5657085716, 127.0058699754"
1122,"37.5571148616, 126.9775660507"
1123,"nan, nan"
1124,"37.5636814259, 126.9850143115"
1125,"37.5659007766, 127.0028006397"
1126,"37.5573669241, 126.9676919124"
1127,"37.5600616031, 126.9838110241"
1128,"37.5580365924, 126.9801405573"
1129,"nan, nan"
1130,"37.5671864350, 127.0011906574"
1131,"37.5628750662, 127.0050519943"
1132,"nan, nan"
1133,"nan, nan"
1134,"nan, nan"
1135,"37.5583621321, 126.9851010524"
1136,"37.5619544330, 126.9876721989"
1137,"37.5390455075, 127.1298787956"
1138,"37.5652903181, 127.0060880563"
1139,"37.5645310373, 127.0078114945"
1140,"37.5626353959, 126.9859659476"
1141,"37.6340909127, 127.0223074110"
1142,"37.5680799219, 126.9970595992"
1143,"37.5669228842, 126.9950071574"
1144,"37.5696652502, 127.0185132470"
1145,"37.5623778104, 126.9906001951"
1146,"37.5623464693, 126.9783643519"
1147,"37.5634184138, 126.9924474768"
1148,"37.5617791431, 126.9842541032"
1149,"37.5630010947, 127.0055187769"
1150,"37.5569439348, 126.9765986767"
1151,"37.5582720655, 126.9683556480"
1152,"37.5640143038, 127.0145874526"
1153,"37.5651989922, 127.0027400578"
1154,"37.5649875572, 127.0065762106"
1155,"37.5633374303, 126.9927032837"
1156,"37.5614955340, 126.9776970476"
1157,"37.5657173116, 127.0058626188"
1158,"37.5619124538, 126.9869033528"
1159,"37.5212031550, 126.9086951424"
1160,"37.5613345760, 126.9958132749"
1161,"37.5620867341, 126.9779964678"
1162,"37.5654878563, 126.9916211046"
1163,"nan, nan"
1164,"37.5597163723, 126.9854346632"
1165,"37.5617602799, 126.9854042718"
1166,"37.5650893546, 127.0020687361"
1167,"37.5609973269, 126.9834394723"
1168,"37.5638081685, 127.0144852054"
1169,"37.5607252260, 126.9794294044"
1170,"37.5661717266, 127.0017364414"
1171,"37.5597002085, 127.0125231175"
1172,"37.5556464697, 127.0103723659"
1173,"37.5575798249, 127.0114059361"
1174,"37.5681156943, 127.0084726867"
1175,"37.5651356442, 126.9837304681"
1176,"37.5652219253, 127.0189182664"
1177,"37.5578989044, 126.9811441349"
1178,"37.5614809092, 126.9872025696"
1179,"37.5656340354, 126.9794328086"
1180,"37.5633521372, 126.9904654954"
1181,"37.5264984052, 126.8983985365"
1182,"nan, nan"
1183,"nan, nan"
1184,"37.5669308397, 126.9708742144"
1185,"37.5624435173, 127.0063309437"
1186,"37.5669200911, 126.9950068180"
1187,"nan, nan"
1188,"nan, nan"
1189,"37.5618111225, 126.9923931980"
1190,"37.5580193586, 126.9784576162"
1191,"37.5675234475, 126.9912223289"
1192,"37.5572273659, 126.9774075705"
1193,"nan, nan"
1194,"37.5662186019, 127.0158983922"
1195,"37.5650397290, 127.0045844483"
1196,"37.5650805699, 127.0060172968"
1197,"37.5659360487, 127.0159045575"
1198,"37.5626995350, 126.9772212013"
1199,"37.5622197978, 126.9840840087"
1200,"nan, nan"
1201,"37.5594511793, 126.9733828051"
1202,"37.5617212117, 126.9941224147"
1203,"37.5574260165, 126.9787592888"
1204,"37.5647685329, 127.0184184291"
1205,"37.5644109063, 127.0019636798"
1206,"37.5605345411, 126.9904735508"
1207,"37.5671320024, 127.0185669517"
1208,"37.5580365924, 126.9801405573"
1209,"37.5655951036, 127.0045681831"
1210,"37.5614125739, 127.0114290437"
1211,"37.5617489453, 126.9879597173"
1212,"nan, nan"
1213,"nan, nan"
1214,"37.5688152939, 127.0188122073"
1215,"37.5658408234, 127.0040727695"
1216,"37.5579936431, 126.9726244704"
1217,"37.5601777994, 126.9720654650"
1218,"37.5687345532, 127.0076664798"
1219,"nan, nan"
1220,"nan, nan"
1221,"37.5629366709, 126.9858135445"
1222,"37.5595639171, 127.0047127979"
1223,"37.5639094265, 126.9907545018"
1224,"37.5653909159, 127.0068799305"
1225,"37.5669356275, 127.0215039762"
1226,"nan, nan"
1227,"37.5583206035, 126.9807863871"
1228,"37.5663209626, 127.0183321080"
1229,"37.5664040716, 127.0186701135"
1230,"nan, nan"
1231,"nan, nan"
1232,"37.5572194789, 126.9675385094"
1233,"37.5608089580, 126.9912935156"
1234,"37.5646902252, 127.0080807838"
1235,"37.5669200911, 126.9950068180"
1236,"37.5585302008, 126.9742893491"
1237,"nan, nan"
1238,"37.5589059150, 126.9798478731"
1239,"37.5620173830, 126.9882653822"
1240,"37.5616205541, 126.9938043792"
1241,"37.5670797717, 127.0063650670"
1242,"37.5578737113, 126.9679352506"
1243,"37.5607944023, 126.9951312737"
1244,"37.5644376754, 127.0047833940"
1245,"37.5639986138, 126.9932482112"
1246,"nan, nan"
1247,"nan, nan"
1248,"37.5630698319, 126.9926644874"
1249,"37.5599415420, 126.9834627947"
1250,"nan, nan"
1251,"nan, nan"
1252,"37.5586146473, 126.9799927064"
1253,"37.5606313723, 126.9913044016"
1254,"nan, nan"
1255,"37.5638286006, 127.0013822279"
1256,"37.5603108239, 127.0124306379"
1257,"37.5597815070, 127.0130899361"
1258,"37.5598938773, 127.0144959920"
1259,"37.5670562481, 126.9887123751"
1260,"nan, nan"
1261,"37.5659360487, 127.0159045575"
1262,"nan, nan"
1263,"37.5652485570, 127.0069058375"
1264,"37.5637048956, 127.0153465297"
1265,"37.5619342013, 126.9940015183"
1266,"37.5658950753, 126.9962910175"
1267,"37.5653694166, 127.0090411472"
1268,"37.5565516012, 126.9931973885"
1269,"37.5589042974, 126.9839943974"
1270,"nan, nan"
1271,"37.5623356668, 126.9789145414"
1272,"37.5676412540, 126.9809227664"
1273,"37.5580525265, 126.9811573379"
1274,"37.5685172800, 126.9977334207"
1275,"nan, nan"
1276,"37.5624358974, 126.9858163559"
1277,"37.5698043917, 127.0225026155"
1278,"37.5647680581, 127.0021433177"
1279,"37.5683751196, 126.9989053113"
1280,"37.5624081581, 126.9772487937"
1281,"37.5679544371, 127.0185305948"
1282,"37.5642295121, 127.0097231854"
1283,"37.5601777994, 126.9720654650"
1284,"37.5605117178, 126.9912755544"
